====================================================
UNIFIED MARKET DATA SYNC REPORT - 2026-07-14
====================================================
Execution Timestamp: 2026-07-14 15:00:41
Output Data Base:    /home/wsllinux/projects/massive_pipeline/data
Dedicated Log Dir:   /home/wsllinux/projects/massive_pipeline/logs

STOCKS SYNCHRONIZATION SUMMARY:
-------------------------------------
  Total Days Checked:  560
  Files Converted:     363
  Already Synced:      19
  Failed / Unresolved: 178

OPTIONS SYNCHRONIZATION SUMMARY:
-------------------------------------
  Total Days Checked:  560
  Files Converted:     363
  Already Synced:      19
  Failed / Unresolved: 178

DETAILED RUN CHRONOLOGY:
------------------------
Date       | Asset   | Status   | Notes
2025-07-01 | options | Success | Converted CSV.gz -> Parquet
2025-06-30 | stocks | Success | Converted CSV.gz -> Parquet
2025-06-30 | options | Success | Converted CSV.gz -> Parquet
2025-06-29 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-06-29 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-06-28 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-06-28 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-06-27 | stocks | Success | Converted CSV.gz -> Parquet
2025-06-27 | options | Success | Converted CSV.gz -> Parquet
2025-06-26 | stocks | Success | Converted CSV.gz -> Parquet
2025-06-26 | options | Success | Converted CSV.gz -> Parquet
2025-06-25 | stocks | Success | Converted CSV.gz -> Parquet
2025-06-25 | options | Success | Converted CSV.gz -> Parquet
2025-06-24 | stocks | Success | Converted CSV.gz -> Parquet
2025-06-24 | options | Success | Converted CSV.gz -> Parquet
2025-06-23 | stocks | Success | Converted CSV.gz -> Parquet
2025-06-23 | options | Success | Converted CSV.gz -> Parquet
2025-06-22 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-06-22 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-06-21 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-06-21 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-06-20 | stocks | Success | Converted CSV.gz -> Parquet
2025-06-20 | options | Success | Converted CSV.gz -> Parquet
2025-06-19 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-06-19 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-06-18 | stocks | Success | Converted CSV.gz -> Parquet
2025-06-18 | options | Success | Converted CSV.gz -> Parquet
2025-06-17 | stocks | Success | Converted CSV.gz -> Parquet
2025-06-17 | options | Success | Converted CSV.gz -> Parquet
2025-06-16 | stocks | Success | Converted CSV.gz -> Parquet
2025-06-16 | options | Success | Converted CSV.gz -> Parquet
2025-06-15 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-06-15 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-06-14 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-06-14 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-06-13 | stocks | Success | Converted CSV.gz -> Parquet
2025-06-13 | options | Success | Converted CSV.gz -> Parquet
2025-06-12 | stocks | Success | Converted CSV.gz -> Parquet
2025-06-12 | options | Success | Converted CSV.gz -> Parquet
2025-06-11 | stocks | Success | Converted CSV.gz -> Parquet
2025-06-11 | options | Success | Converted CSV.gz -> Parquet
2025-06-10 | stocks | Success | Converted CSV.gz -> Parquet
2025-06-10 | options | Success | Converted CSV.gz -> Parquet
2025-06-09 | stocks | Success | Converted CSV.gz -> Parquet
2025-06-09 | options | Success | Converted CSV.gz -> Parquet
2025-06-08 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-06-08 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-06-07 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-06-07 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-06-06 | stocks | Success | Converted CSV.gz -> Parquet
2025-06-06 | options | Success | Converted CSV.gz -> Parquet
2025-06-05 | stocks | Success | Converted CSV.gz -> Parquet
2025-06-05 | options | Success | Converted CSV.gz -> Parquet
2025-06-04 | stocks | Success | Converted CSV.gz -> Parquet
2025-06-04 | options | Success | Converted CSV.gz -> Parquet
2025-06-03 | stocks | Success | Converted CSV.gz -> Parquet
2025-06-03 | options | Success | Converted CSV.gz -> Parquet
2025-06-02 | stocks | Success | Converted CSV.gz -> Parquet
2025-06-02 | options | Success | Converted CSV.gz -> Parquet
2025-06-01 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-06-01 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-05-31 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-05-31 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-05-30 | stocks | Success | Converted CSV.gz -> Parquet
2025-05-30 | options | Success | Converted CSV.gz -> Parquet
2025-05-29 | stocks | Success | Converted CSV.gz -> Parquet
2025-05-29 | options | Success | Converted CSV.gz -> Parquet
2025-05-28 | stocks | Success | Converted CSV.gz -> Parquet
2025-05-28 | options | Success | Converted CSV.gz -> Parquet
2025-05-27 | stocks | Success | Converted CSV.gz -> Parquet
2025-05-27 | options | Success | Converted CSV.gz -> Parquet
2025-05-26 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-05-26 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-05-25 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-05-25 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-05-24 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-05-24 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-05-23 | stocks | Success | Converted CSV.gz -> Parquet
2025-05-23 | options | Success | Converted CSV.gz -> Parquet
2025-05-22 | stocks | Success | Converted CSV.gz -> Parquet
2025-05-22 | options | Success | Converted CSV.gz -> Parquet
2025-05-21 | stocks | Success | Converted CSV.gz -> Parquet
2025-05-21 | options | Success | Converted CSV.gz -> Parquet
2025-05-20 | stocks | Success | Converted CSV.gz -> Parquet
2025-05-20 | options | Success | Converted CSV.gz -> Parquet
2025-05-19 | stocks | Success | Converted CSV.gz -> Parquet
2025-05-19 | options | Success | Converted CSV.gz -> Parquet
2025-05-18 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-05-18 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-05-17 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-05-17 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-05-16 | stocks | Success | Converted CSV.gz -> Parquet
2025-05-16 | options | Success | Converted CSV.gz -> Parquet
2025-05-15 | stocks | Success | Converted CSV.gz -> Parquet
2025-05-15 | options | Success | Converted CSV.gz -> Parquet
2025-05-14 | stocks | Success | Converted CSV.gz -> Parquet
2025-05-14 | options | Success | Converted CSV.gz -> Parquet
2025-05-13 | stocks | Success | Converted CSV.gz -> Parquet
2025-05-13 | options | Success | Converted CSV.gz -> Parquet
2025-05-12 | stocks | Success | Converted CSV.gz -> Parquet
2025-05-12 | options | Success | Converted CSV.gz -> Parquet
2025-05-11 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-05-11 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-05-10 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-05-10 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-05-09 | stocks | Success | Converted CSV.gz -> Parquet
2025-05-09 | options | Success | Converted CSV.gz -> Parquet
2025-05-08 | stocks | Success | Converted CSV.gz -> Parquet
2025-05-08 | options | Success | Converted CSV.gz -> Parquet
2025-05-07 | stocks | Success | Converted CSV.gz -> Parquet
2025-05-07 | options | Success | Converted CSV.gz -> Parquet
2025-05-06 | stocks | Success | Converted CSV.gz -> Parquet
2025-05-06 | options | Success | Converted CSV.gz -> Parquet
2025-05-05 | stocks | Success | Converted CSV.gz -> Parquet
2025-05-05 | options | Success | Converted CSV.gz -> Parquet
2025-05-04 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-05-04 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-05-03 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-05-03 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-05-02 | stocks | Success | Converted CSV.gz -> Parquet
2025-05-02 | options | Success | Converted CSV.gz -> Parquet
2025-05-01 | stocks | Success | Converted CSV.gz -> Parquet
2025-05-01 | options | Success | Converted CSV.gz -> Parquet
2025-04-30 | stocks | Success | Converted CSV.gz -> Parquet
2025-04-30 | options | Success | Converted CSV.gz -> Parquet
2025-04-29 | stocks | Success | Converted CSV.gz -> Parquet
2025-04-29 | options | Success | Converted CSV.gz -> Parquet
2025-04-28 | stocks | Success | Converted CSV.gz -> Parquet
2025-04-28 | options | Success | Converted CSV.gz -> Parquet
2025-04-27 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-04-27 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-04-26 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-04-26 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-04-25 | stocks | Success | Converted CSV.gz -> Parquet
2025-04-25 | options | Success | Converted CSV.gz -> Parquet
2025-04-24 | stocks | Success | Converted CSV.gz -> Parquet
2025-04-24 | options | Success | Converted CSV.gz -> Parquet
2025-04-23 | stocks | Success | Converted CSV.gz -> Parquet
2025-04-23 | options | Success | Converted CSV.gz -> Parquet
2025-04-22 | stocks | Success | Converted CSV.gz -> Parquet
2025-04-22 | options | Success | Converted CSV.gz -> Parquet
2025-04-21 | stocks | Success | Converted CSV.gz -> Parquet
2025-04-21 | options | Success | Converted CSV.gz -> Parquet
2025-04-20 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-04-20 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-04-19 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-04-19 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-04-18 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-04-18 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-04-17 | stocks | Success | Converted CSV.gz -> Parquet
2025-04-17 | options | Success | Converted CSV.gz -> Parquet
2025-04-16 | stocks | Success | Converted CSV.gz -> Parquet
2025-04-16 | options | Success | Converted CSV.gz -> Parquet
2025-04-15 | stocks | Success | Converted CSV.gz -> Parquet
2025-04-15 | options | Success | Converted CSV.gz -> Parquet
2025-04-14 | stocks | Success | Converted CSV.gz -> Parquet
2025-04-14 | options | Success | Converted CSV.gz -> Parquet
2025-04-13 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-04-13 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-04-12 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-04-12 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-04-11 | stocks | Success | Converted CSV.gz -> Parquet
2025-04-11 | options | Success | Converted CSV.gz -> Parquet
2025-04-10 | stocks | Success | Converted CSV.gz -> Parquet
2025-04-10 | options | Success | Converted CSV.gz -> Parquet
2025-04-09 | stocks | Success | Converted CSV.gz -> Parquet
2025-04-09 | options | Success | Converted CSV.gz -> Parquet
2025-04-08 | stocks | Success | Converted CSV.gz -> Parquet
2025-04-08 | options | Success | Converted CSV.gz -> Parquet
2025-04-07 | stocks | Success | Converted CSV.gz -> Parquet
2025-04-07 | options | Success | Converted CSV.gz -> Parquet
2025-04-06 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-04-06 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-04-05 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-04-05 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-04-04 | stocks | Success | Converted CSV.gz -> Parquet
2025-04-04 | options | Success | Converted CSV.gz -> Parquet
2025-04-03 | stocks | Success | Converted CSV.gz -> Parquet
2025-04-03 | options | Success | Converted CSV.gz -> Parquet
2025-04-02 | stocks | Success | Converted CSV.gz -> Parquet
2025-04-02 | options | Success | Converted CSV.gz -> Parquet
2025-04-01 | stocks | Success | Converted CSV.gz -> Parquet
2025-04-01 | options | Success | Converted CSV.gz -> Parquet
2025-03-31 | stocks | Success | Converted CSV.gz -> Parquet
2025-03-31 | options | Success | Converted CSV.gz -> Parquet
2025-03-30 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-03-30 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-03-29 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-03-29 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-03-28 | stocks | Success | Converted CSV.gz -> Parquet
2025-03-28 | options | Success | Converted CSV.gz -> Parquet
2025-03-27 | stocks | Success | Converted CSV.gz -> Parquet
2025-03-27 | options | Success | Converted CSV.gz -> Parquet
2025-03-26 | stocks | Success | Converted CSV.gz -> Parquet
2025-03-26 | options | Success | Converted CSV.gz -> Parquet
2025-03-25 | stocks | Success | Converted CSV.gz -> Parquet
2025-03-25 | options | Success | Converted CSV.gz -> Parquet
2025-03-24 | stocks | Success | Converted CSV.gz -> Parquet
2025-03-24 | options | Success | Converted CSV.gz -> Parquet
2025-03-23 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-03-23 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-03-22 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-03-22 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-03-21 | stocks | Success | Converted CSV.gz -> Parquet
2025-03-21 | options | Success | Converted CSV.gz -> Parquet
2025-03-20 | stocks | Success | Converted CSV.gz -> Parquet
2025-03-20 | options | Success | Converted CSV.gz -> Parquet
2025-03-19 | stocks | Success | Converted CSV.gz -> Parquet
2025-03-19 | options | Success | Converted CSV.gz -> Parquet
2025-03-18 | stocks | Success | Converted CSV.gz -> Parquet
2025-03-18 | options | Success | Converted CSV.gz -> Parquet
2025-03-17 | stocks | Success | Converted CSV.gz -> Parquet
2025-03-17 | options | Success | Converted CSV.gz -> Parquet
2025-03-16 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-03-16 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-03-15 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-03-15 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-03-14 | stocks | Success | Converted CSV.gz -> Parquet
2025-03-14 | options | Success | Converted CSV.gz -> Parquet
2025-03-13 | stocks | Success | Converted CSV.gz -> Parquet
2025-03-13 | options | Success | Converted CSV.gz -> Parquet
2025-03-12 | stocks | Success | Converted CSV.gz -> Parquet
2025-03-12 | options | Success | Converted CSV.gz -> Parquet
2025-03-11 | stocks | Success | Converted CSV.gz -> Parquet
2025-03-11 | options | Success | Converted CSV.gz -> Parquet
2025-03-10 | stocks | Success | Converted CSV.gz -> Parquet
2025-03-10 | options | Success | Converted CSV.gz -> Parquet
2025-03-09 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-03-09 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-03-08 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-03-08 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-03-07 | stocks | Success | Converted CSV.gz -> Parquet
2025-03-07 | options | Success | Converted CSV.gz -> Parquet
2025-03-06 | stocks | Success | Converted CSV.gz -> Parquet
2025-03-06 | options | Success | Converted CSV.gz -> Parquet
2025-03-05 | stocks | Success | Converted CSV.gz -> Parquet
2025-03-05 | options | Success | Converted CSV.gz -> Parquet
2025-03-04 | stocks | Success | Converted CSV.gz -> Parquet
2025-03-04 | options | Success | Converted CSV.gz -> Parquet
2025-03-03 | stocks | Success | Converted CSV.gz -> Parquet
2025-03-03 | options | Success | Converted CSV.gz -> Parquet
2025-03-02 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-03-02 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-03-01 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-03-01 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-02-28 | stocks | Success | Converted CSV.gz -> Parquet
2025-02-28 | options | Success | Converted CSV.gz -> Parquet
2025-02-27 | stocks | Success | Converted CSV.gz -> Parquet
2025-02-27 | options | Success | Converted CSV.gz -> Parquet
2025-02-26 | stocks | Success | Converted CSV.gz -> Parquet
2025-02-26 | options | Success | Converted CSV.gz -> Parquet
2025-02-25 | stocks | Success | Converted CSV.gz -> Parquet
2025-02-25 | options | Success | Converted CSV.gz -> Parquet
2025-02-24 | stocks | Success | Converted CSV.gz -> Parquet
2025-02-24 | options | Success | Converted CSV.gz -> Parquet
2025-02-23 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-02-23 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-02-22 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-02-22 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-02-21 | stocks | Success | Converted CSV.gz -> Parquet
2025-02-21 | options | Success | Converted CSV.gz -> Parquet
2025-02-20 | stocks | Success | Converted CSV.gz -> Parquet
2025-02-20 | options | Success | Converted CSV.gz -> Parquet
2025-02-19 | stocks | Success | Converted CSV.gz -> Parquet
2025-02-19 | options | Success | Converted CSV.gz -> Parquet
2025-02-18 | stocks | Success | Converted CSV.gz -> Parquet
2025-02-18 | options | Success | Converted CSV.gz -> Parquet
2025-02-17 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-02-17 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-02-16 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-02-16 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-02-15 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-02-15 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-02-14 | stocks | Success | Converted CSV.gz -> Parquet
2025-02-14 | options | Success | Converted CSV.gz -> Parquet
2025-02-13 | stocks | Success | Converted CSV.gz -> Parquet
2025-02-13 | options | Success | Converted CSV.gz -> Parquet
2025-02-12 | stocks | Success | Converted CSV.gz -> Parquet
2025-02-12 | options | Success | Converted CSV.gz -> Parquet
2025-02-11 | stocks | Success | Converted CSV.gz -> Parquet
2025-02-11 | options | Success | Converted CSV.gz -> Parquet
2025-02-10 | stocks | Success | Converted CSV.gz -> Parquet
2025-02-10 | options | Success | Converted CSV.gz -> Parquet
2025-02-09 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-02-09 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-02-08 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-02-08 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-02-07 | stocks | Success | Converted CSV.gz -> Parquet
2025-02-07 | options | Success | Converted CSV.gz -> Parquet
2025-02-06 | stocks | Success | Converted CSV.gz -> Parquet
2025-02-06 | options | Success | Converted CSV.gz -> Parquet
2025-02-05 | stocks | Success | Converted CSV.gz -> Parquet
2025-02-05 | options | Success | Converted CSV.gz -> Parquet
2025-02-04 | stocks | Success | Converted CSV.gz -> Parquet
2025-02-04 | options | Success | Converted CSV.gz -> Parquet
2025-02-03 | stocks | Success | Converted CSV.gz -> Parquet
2025-02-03 | options | Success | Converted CSV.gz -> Parquet
2025-02-02 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-02-02 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-02-01 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-02-01 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-31 | stocks | Success | Converted CSV.gz -> Parquet
2025-01-31 | options | Success | Converted CSV.gz -> Parquet
2025-01-30 | stocks | Success | Converted CSV.gz -> Parquet
2025-01-30 | options | Success | Converted CSV.gz -> Parquet
2025-01-29 | stocks | Success | Converted CSV.gz -> Parquet
2025-01-29 | options | Success | Converted CSV.gz -> Parquet
2025-01-28 | stocks | Success | Converted CSV.gz -> Parquet
2025-01-28 | options | Success | Converted CSV.gz -> Parquet
2025-01-27 | stocks | Success | Converted CSV.gz -> Parquet
2025-01-27 | options | Success | Converted CSV.gz -> Parquet
2025-01-26 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-26 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-25 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-25 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-24 | stocks | Success | Converted CSV.gz -> Parquet
2025-01-24 | options | Success | Converted CSV.gz -> Parquet
2025-01-23 | stocks | Success | Converted CSV.gz -> Parquet
2025-01-23 | options | Success | Converted CSV.gz -> Parquet
2025-01-22 | stocks | Success | Converted CSV.gz -> Parquet
2025-01-22 | options | Success | Converted CSV.gz -> Parquet
2025-01-21 | stocks | Success | Converted CSV.gz -> Parquet
2025-01-21 | options | Success | Converted CSV.gz -> Parquet
2025-01-20 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-20 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-19 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-19 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-18 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-18 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-17 | stocks | Success | Converted CSV.gz -> Parquet
2025-01-17 | options | Success | Converted CSV.gz -> Parquet
2025-01-16 | stocks | Success | Converted CSV.gz -> Parquet
2025-01-16 | options | Success | Converted CSV.gz -> Parquet
2025-01-15 | stocks | Success | Converted CSV.gz -> Parquet
2025-01-15 | options | Success | Converted CSV.gz -> Parquet
2025-01-14 | stocks | Success | Converted CSV.gz -> Parquet
2025-01-14 | options | Success | Converted CSV.gz -> Parquet
2025-01-13 | stocks | Success | Converted CSV.gz -> Parquet
2025-01-13 | options | Success | Converted CSV.gz -> Parquet
2025-01-12 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-12 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-11 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-11 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-10 | stocks | Success | Converted CSV.gz -> Parquet
2025-01-10 | options | Success | Converted CSV.gz -> Parquet
2025-01-09 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-09 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-08 | stocks | Success | Converted CSV.gz -> Parquet
2025-01-08 | options | Success | Converted CSV.gz -> Parquet
2025-01-07 | stocks | Success | Converted CSV.gz -> Parquet
2025-01-07 | options | Success | Converted CSV.gz -> Parquet
2025-01-06 | stocks | Success | Converted CSV.gz -> Parquet
2025-01-06 | options | Success | Converted CSV.gz -> Parquet
2025-01-05 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-05 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-04 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-04 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-03 | stocks | Success | Converted CSV.gz -> Parquet
2025-01-03 | options | Success | Converted CSV.gz -> Parquet
2025-01-02 | stocks | Success | Converted CSV.gz -> Parquet
2025-01-02 | options | Success | Converted CSV.gz -> Parquet
2025-01-01 | stocks | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2025-01-01 | options | Error | S3 Client Error: An error occurred (NoSuchKey) when calling the GetObject operation: None
2024-12-31 | stocks | Success | Converted CSV.gz -> Parquet
2024-12-31 | options | Success | Converted CSV.gz -> Parquet
